cnt,temp,hum,windspeed
388,0.72,0.79,0.0
489,0.74,0.7,0.0
545,0.74,0.7,0.0
493,0.72,0.74,0.0896
457,0.72,0.79,0.0896
355,0.74,0.74,0.1343
474,0.74,0.7,0.0
503,0.76,0.66,0.0896
500,0.74,0.74,0.0
292,0.7,0.84,0.2239
104,0.7,0.84,0.1642
171,0.7,0.7,0.1642
166,0.68,0.83,0.1343
123,0.66,0.89,0.0896
104,0.66,0.94,0.0
55,0.68,0.89,0.1642
40,0.66,0.89,0.1045
28,0.66,0.89,0.1343
11,0.66,0.89,0.0896
4,0.66,0.89,0.0
15,0.66,0.94,0.0
43,0.68,0.85,0.0
127,0.7,0.84,0.1045
229,0.7,0.84,0.1343
359,0.74,0.74,0.2239
459,0.74,0.7,0.2836
543,0.76,0.62,0.2985
566,0.76,0.66,0.2537
512,0.74,0.7,0.2985
449,0.74,0.7,0.2239
500,0.74,0.7,0.2239
498,0.74,0.7,0.1343
482,0.74,0.66,0.1642
374,0.72,0.74,0.194
261,0.72,0.76,0.1045
184,0.72,0.76,0.1045
121,0.7,0.84,0.1343
70,0.7,0.84,0.2537
29,0.7,0.84,0.2537
24,0.68,0.82,0.1343
5,0.68,0.82,0.1343
10,0.66,0.89,0.0896
8,0.66,0.89,0.0
38,0.66,0.89,0.0
172,0.68,0.89,0.1045
493,0.68,0.89,0.1045
632,0.7,0.84,0.1642
323,0.72,0.79,0.2239
172,0.72,0.74,0.2537
198,0.74,0.7,0.2836
287,0.76,0.7,0.2836
275,0.8,0.55,0.4478
274,0.8,0.55,0.4179
292,0.8,0.59,0.4627
458,0.76,0.7,0.4179
856,0.76,0.7,0.3582
839,0.76,0.75,0.2239
552,0.76,0.7,0.2239
385,0.74,0.7,0.2537
268,0.74,0.74,0.2537
179,0.74,0.7,0.2836
95,0.72,0.74,0.2985
37,0.72,0.74,0.2537
13,0.7,0.84,0.194
9,0.7,0.84,0.194
4,0.7,0.79,0.2836
5,0.7,0.79,0.2836
40,0.7,0.79,0.2985
210,0.7,0.79,0.2836
500,0.7,0.79,0.2537
725,0.72,0.74,0.194
290,0.74,0.7,0.2537
235,0.76,0.7,0.1642
217,0.78,0.62,0.1642
266,0.78,0.7,0.1045
234,0.8,0.63,0.1642
211,0.82,0.56,0.1045
245,0.78,0.7,0.194
430,0.76,0.7,0.2537
863,0.76,0.66,0.2537
839,0.76,0.75,0.194
662,0.74,0.7,0.1642
412,0.72,0.84,0.1642
296,0.72,0.79,0.0
219,0.72,0.79,0.0
150,0.7,0.84,0.0896
65,0.7,0.84,0.0896
18,0.7,0.84,0.0
8,0.72,0.79,0.0
9,0.7,0.84,0.1045
8,0.7,0.84,0.0896
38,0.7,0.84,0.194
200,0.7,0.84,0.0896
482,0.7,0.84,0.1045
646,0.7,0.79,0.0
123,0.66,0.94,0.1343
49,0.66,0.94,0.1343
62,0.7,0.84,0.1642
137,0.72,0.79,0.2239
191,0.72,0.79,0.1045
216,0.74,0.74,0.0896
270,0.74,0.66,0.194
416,0.74,0.7,0.2239
808,0.74,0.7,0.2537
835,0.72,0.7,0.2537
558,0.68,0.74,0.2537
406,0.66,0.78,0.2239
272,0.64,0.89,0.1642
217,0.64,0.89,0.1642
169,0.64,0.89,0.1642
96,0.64,0.89,0.1343
29,0.62,0.88,0.1045
11,0.62,0.83,0.0896
9,0.62,0.83,0.0896
8,0.62,0.88,0.0
40,0.62,0.88,0.0
140,0.62,0.88,0.1045
486,0.64,0.89,0.1045
719,0.66,0.83,0.1045
344,0.7,0.79,0.1343
224,0.72,0.74,0.1343
296,0.76,0.62,0.1343
323,0.78,0.59,0.1642
354,0.8,0.59,0.2537
253,0.8,0.59,0.2537
331,0.8,0.55,0.2537
470,0.8,0.55,0.2836
772,0.78,0.59,0.3284
792,0.76,0.62,0.2985
568,0.74,0.62,0.2836
391,0.72,0.66,0.2239
301,0.7,0.74,0.1642
299,0.7,0.74,0.2239
248,0.66,0.89,0.2537
150,0.66,0.89,0.2537
117,0.66,0.89,0.2836
77,0.66,0.89,0.3284
43,0.66,0.89,0.2239
11,0.66,0.94,0.2239
15,0.66,0.94,0.2537
34,0.66,0.89,0.2836
82,0.66,0.89,0.2836
230,0.7,0.79,0.3284
348,0.7,0.74,0.3881
422,0.74,0.7,0.3881
578,0.76,0.62,0.4478
694,0.8,0.55,0.4925
668,0.82,0.52,0.5224
626,0.82,0.52,0.4478
512,0.56,0.88,0.2537
114,0.56,0.88,0.194
171,0.58,0.83,0.194
167,0.58,0.83,0.1343
215,0.58,0.88,0.1045
194,0.58,0.88,0.0896
181,0.6,0.83,0.1642
194,0.58,0.78,0.2985
133,0.58,0.73,0.1642
124,0.56,0.73,0.194
124,0.56,0.73,0.2239
96,0.54,0.77,0.2836
46,0.54,0.73,0.2239
28,0.52,0.77,0.2537
55,0.52,0.77,0.194
35,0.52,0.77,0.194
70,0.54,0.73,0.1642
170,0.58,0.68,0.2239
299,0.62,0.61,0.2537
495,0.64,0.57,0.2985
585,0.66,0.47,0.2537
757,0.66,0.47,0.0
729,0.68,0.39,0.0
647,0.72,0.3,0.2836
696,0.72,0.32,0.2537
701,0.68,0.36,0.2836
671,0.7,0.37,0.2537
560,0.66,0.36,0.2537
496,0.66,0.36,0.2537
356,0.62,0.41,0.2836
206,0.6,0.46,0.2239
189,0.58,0.49,0.2537
92,0.56,0.52,0.2836
41,0.56,0.52,0.2836
18,0.54,0.6,0.194
17,0.54,0.6,0.3582
12,0.52,0.68,0.2836
5,0.52,0.68,0.2836
40,0.5,0.72,0.2537
180,0.5,0.72,0.1343
447,0.52,0.68,0.2239
730,0.56,0.6,0.2836
361,0.6,0.53,0.2985
210,0.62,0.5,0.2836
236,0.62,0.43,0.2985
332,0.64,0.44,0.3881
323,0.64,0.38,0.2239
340,0.66,0.36,0.2836
346,0.66,0.31,0.3881
488,0.66,0.34,0.3284
871,0.66,0.34,0.3284
968,0.62,0.35,0.2985
633,0.62,0.38,0.2985
390,0.6,0.4,0.194
285,0.56,0.49,0.1642
159,0.54,0.52,0.1343
93,0.54,0.52,0.0
32,0.52,0.59,0.1045
10,0.5,0.63,0.0
6,0.48,0.77,0.1642
8,0.48,0.67,0.1343
9,0.48,0.72,0.1045
44,0.46,0.72,0.0896
211,0.46,0.77,0.1045
596,0.5,0.72,0.1045
750,0.54,0.68,0.0896
358,0.6,0.49,0.0
196,0.62,0.38,0.0
247,0.64,0.33,0.0896
316,0.64,0.33,0.0
328,0.66,0.29,0.0896
255,0.68,0.3,0.0896
326,0.7,0.28,0.1045
536,0.7,0.28,0.1343
970,0.7,0.28,0.0
877,0.64,0.36,0.1642
596,0.62,0.41,0.194
461,0.58,0.56,0.1343
310,0.56,0.6,0.1045
216,0.56,0.64,0.1045
109,0.54,0.68,0.1045
49,0.52,0.72,0.1045
21,0.52,0.72,0.1045
11,0.52,0.72,0.0896
7,0.5,0.77,0.0896
5,0.5,0.72,0.0896
48,0.5,0.72,0.0896
205,0.5,0.72,0.0896
557,0.52,0.72,0.0
770,0.56,0.64,0.1045
328,0.6,0.64,0.1343
205,0.62,0.61,0.1343
232,0.66,0.5,0.194
352,0.68,0.36,0.1343
323,0.7,0.34,0.1343
278,0.7,0.37,0.1642
318,0.72,0.37,0.1343
509,0.72,0.37,0.1642
925,0.7,0.41,0.2985
977,0.66,0.44,0.2537
635,0.64,0.5,0.194
470,0.62,0.57,0.1343
306,0.6,0.6,0.1343
212,0.56,0.64,0.0896
127,0.56,0.68,0.1045
57,0.56,0.73,0.0896
28,0.54,0.77,0.0896
9,0.54,0.77,0.0
11,0.52,0.83,0.0
6,0.52,0.83,0.0
57,0.52,0.83,0.0
195,0.5,0.82,0.0
571,0.54,0.77,0.0
758,0.56,0.73,0.0
338,0.6,0.64,0.0896
212,0.64,0.61,0.0896
254,0.66,0.5,0.1642
297,0.68,0.44,0.1045
283,0.7,0.42,0.0
274,0.72,0.39,0.1343
352,0.72,0.42,0.1045
491,0.72,0.39,0.0896
884,0.72,0.42,0.194
852,0.68,0.57,0.2537
674,0.64,0.65,0.1343
463,0.62,0.69,0.1045
317,0.62,0.65,0.1045
251,0.6,0.69,0.1343
170,0.58,0.73,0.1045
87,0.56,0.73,0.0896
41,0.56,0.73,0.0896
30,0.56,0.73,0.0
14,0.54,0.77,0.0
12,0.54,0.77,0.0
41,0.54,0.83,0.0
152,0.54,0.88,0.0
454,0.56,0.88,0.0
766,0.6,0.78,0.1642
347,0.62,0.78,0.1642
246,0.68,0.65,0.0
280,0.68,0.61,0.1045
409,0.7,0.54,0.194
408,0.7,0.54,0.194
371,0.72,0.45,0.1642
367,0.72,0.48,0.1343
563,0.72,0.51,0.0
894,0.72,0.51,0.194
808,0.72,0.45,0.2239
579,0.68,0.57,0.1642
404,0.66,0.61,0.1045
312,0.64,0.73,0.2239
229,0.62,0.83,0.194
195,0.62,0.78,0.0896
207,0.6,0.83,0.1045
109,0.6,0.73,0.0
93,0.58,0.78,0.1045
37,0.6,0.73,0.2537
6,0.6,0.69,0.3582
16,0.58,0.6,0.5224
33,0.54,0.49,0.4179
73,0.54,0.52,0.2836
212,0.56,0.49,0.4179
342,0.6,0.43,0.4179
442,0.62,0.41,0.3881
627,0.64,0.38,0.3881
706,0.66,0.36,0.3582
704,0.68,0.36,0.194
715,0.68,0.34,0.3284
654,0.68,0.34,0.2836
783,0.66,0.36,0.2239
729,0.66,0.36,0.2537
614,0.64,0.36,0.2836
478,0.62,0.41,0.1642
330,0.6,0.43,0.0896
296,0.56,0.52,0.1045
279,0.56,0.52,0.0
229,0.54,0.6,0.0
151,0.54,0.64,0.0
117,0.54,0.64,0.0
89,0.52,0.63,0.0
48,0.5,0.68,0.0
8,0.5,0.72,0.0
13,0.5,0.72,0.0
35,0.5,0.72,0.0
71,0.5,0.77,0.1045
128,0.54,0.64,0.1642
296,0.58,0.6,0.1343
490,0.62,0.5,0.1045
559,0.64,0.47,0.1642
656,0.66,0.44,0.1642
694,0.64,0.41,0.1642
635,0.66,0.39,0.1343
557,0.64,0.41,0.1642
596,0.64,0.44,0.1642
570,0.66,0.41,0.0
481,0.62,0.5,0.1642
403,0.62,0.5,0.1343
324,0.6,0.53,0.1045
191,0.6,0.56,0.1045
127,0.56,0.68,0.0896
94,0.54,0.68,0.1045
45,0.54,0.68,0.1642
21,0.52,0.72,0.0896
13,0.52,0.72,0.0
7,0.5,0.77,0.0896
11,0.5,0.77,0.0
45,0.48,0.82,0.0896
164,0.48,0.82,0.0
492,0.52,0.77,0.0
683,0.54,0.77,0.0896
299,0.58,0.68,0.1343
202,0.62,0.65,0.194
252,0.62,0.69,0.2239
295,0.62,0.69,0.194
343,0.64,0.65,0.2537
332,0.64,0.65,0.2537
338,0.64,0.65,0.2537
453,0.64,0.69,0.2537
842,0.64,0.65,0.2239
774,0.62,0.73,0.1642
486,0.62,0.73,0.1045
340,0.62,0.73,0.1343
233,0.62,0.83,0.2239
129,0.62,0.83,0.2537
70,0.6,0.94,0.2537
13,0.6,0.94,0.2537
5,0.6,0.94,0.194
4,0.6,0.94,0.194
6,0.62,0.94,0.2836
7,0.62,0.94,0.3582
48,0.64,0.89,0.3284
167,0.64,0.89,0.3284
356,0.64,0.89,0.4478
672,0.66,0.83,0.5522
293,0.66,0.83,0.5821
160,0.68,0.79,0.6418
151,0.68,0.79,0.6418
88,0.68,0.83,0.4478
114,0.7,0.74,0.5821
143,0.6,0.94,0.4627
36,0.6,0.88,0.2537
141,0.6,0.88,0.2985
338,0.6,0.88,0.194
281,0.6,0.88,0.1642
324,0.6,0.88,0.2985
290,0.6,0.88,0.194
207,0.6,0.88,0.194
151,0.58,0.83,0.4627
78,0.56,0.83,0.2239
26,0.56,0.68,0.2836
12,0.54,0.68,0.2537
3,0.54,0.64,0.3284
5,0.52,0.63,0.2537
10,0.52,0.68,0.3582
56,0.52,0.68,0.2836
172,0.52,0.63,0.2537
545,0.52,0.63,0.2239
797,0.52,0.59,0.2239
362,0.54,0.6,0.2537
192,0.56,0.52,0.194
247,0.6,0.43,0.2537
313,0.6,0.43,0.2537
289,0.6,0.4,0.2537
286,0.62,0.38,0.2537
311,0.62,0.35,0.0
466,0.62,0.35,0.0
886,0.6,0.38,0.2239
892,0.58,0.4,0.2836
611,0.56,0.43,0.2239
409,0.52,0.48,0.1642
349,0.5,0.59,0.1642
229,0.5,0.63,0.0896
123,0.48,0.67,0.0896
58,0.5,0.63,0.0
18,0.46,0.72,0.1045
11,0.46,0.72,0.0896
6,0.44,0.77,0.0
6,0.44,0.77,0.1045
56,0.44,0.77,0.1045
170,0.44,0.77,0.0
534,0.46,0.82,0.1045
790,0.5,0.68,0.0896
355,0.56,0.6,0.0896
190,0.58,0.53,0.0896
243,0.62,0.43,0.0
290,0.62,0.43,0.1343
336,0.64,0.44,0.1343
298,0.64,0.47,0.194
291,0.66,0.47,0.194
457,0.64,0.47,0.1642
976,0.64,0.5,0.2239
900,0.6,0.56,0.2537
603,0.58,0.6,0.2239
417,0.56,0.64,0.1343
274,0.56,0.64,0.194
287,0.54,0.73,0.1045
154,0.54,0.68,0.1045
66,0.54,0.68,0.0
49,0.52,0.72,0.0
14,0.52,0.72,0.0
12,0.5,0.77,0.0896
10,0.5,0.77,0.0
49,0.5,0.82,0.0
165,0.5,0.77,0.0896
503,0.52,0.77,0.0
757,0.54,0.73,0.1343
383,0.58,0.68,0.1343
225,0.62,0.61,0.2239
321,0.66,0.57,0.2239
389,0.68,0.57,0.1642
421,0.7,0.54,0.1642
412,0.7,0.54,0.2985
423,0.7,0.54,0.2239
567,0.7,0.54,0.194
846,0.68,0.57,0.2836
805,0.66,0.61,0.2537
588,0.64,0.65,0.2537
369,0.62,0.69,0.194
312,0.6,0.73,0.2537
295,0.6,0.73,0.194
186,0.6,0.73,0.3284
172,0.6,0.73,0.2836
124,0.58,0.83,0.2985
83,0.56,0.88,0.2537
45,0.56,0.83,0.2836
15,0.56,0.83,0.2836
17,0.56,0.83,0.3284
41,0.56,0.83,0.2985
77,0.58,0.78,0.2537
218,0.6,0.73,0.2985
377,0.64,0.69,0.2537
474,0.66,0.65,0.3284
626,0.7,0.58,0.2836
688,0.72,0.54,0.2985
707,0.74,0.51,0.3582
654,0.76,0.48,0.2836
750,0.74,0.48,0.3881
680,0.74,0.51,0.3284
646,0.74,0.51,0.3284
598,0.72,0.54,0.2836
407,0.7,0.58,0.194
325,0.7,0.54,0.2537
261,0.64,0.57,0.2537
239,0.62,0.57,0.194
171,0.62,0.5,0.194
180,0.62,0.38,0.2537
142,0.54,0.52,0.3582
95,0.52,0.48,0.2537
54,0.48,0.55,0.2985
10,0.46,0.55,0.2239
6,0.46,0.59,0.2537
16,0.44,0.62,0.2537
57,0.46,0.59,0.2239
175,0.48,0.55,0.3582
276,0.5,0.51,0.3284
489,0.54,0.45,0.2537
570,0.56,0.46,0.2537
776,0.56,0.43,0.1045
702,0.6,0.38,0.1642
666,0.6,0.38,0.194
640,0.6,0.33,0.2239
691,0.6,0.33,0.3284
723,0.56,0.35,0.2985
540,0.54,0.37,0.194
413,0.52,0.42,0.1642
252,0.52,0.42,0.1642
196,0.52,0.48,0.1045
138,0.52,0.48,0.0
100,0.5,0.59,0.1045
64,0.46,0.63,0.194
18,0.46,0.67,0.1343
8,0.46,0.63,0.1343
5,0.46,0.63,0.1642
8,0.44,0.67,0.1045
37,0.46,0.63,0.0
168,0.46,0.59,0.0
530,0.46,0.67,0.1343
750,0.5,0.55,0.194
328,0.52,0.52,0.194
198,0.54,0.49,0.2239
238,0.56,0.37,0.194
342,0.56,0.35,0.2985
328,0.6,0.31,0.2985
303,0.6,0.28,0.0
300,0.6,0.31,0.0
516,0.58,0.3,0.2537
898,0.58,0.3,0.0
853,0.54,0.37,0.1642
590,0.52,0.39,0.1343
432,0.52,0.52,0.1045
256,0.5,0.51,0.1343
172,0.5,0.51,0.2239
94,0.46,0.63,0.1343
64,0.46,0.67,0.1642
13,0.44,0.72,0.1343
14,0.42,0.77,0.1343
5,0.42,0.71,0.0896
9,0.42,0.71,0.1343
47,0.42,0.77,0.0896
194,0.44,0.77,0.2239
556,0.44,0.77,0.194
805,0.48,0.67,0.194
409,0.54,0.56,0.2537
170,0.56,0.52,0.2985
218,0.6,0.46,0.2985
302,0.62,0.43,0.2836
305,0.64,0.47,0.2537
293,0.66,0.39,0.3284
303,0.66,0.36,0.3284
495,0.66,0.39,0.2985
967,0.66,0.39,0.2836
822,0.64,0.41,0.2239
539,0.62,0.5,0.2537
425,0.6,0.56,0.2985
297,0.6,0.56,0.2985
188,0.6,0.56,0.2836
98,0.6,0.56,0.3284
40,0.58,0.64,0.2985
29,0.58,0.64,0.3284
17,0.58,0.64,0.2836
10,0.58,0.64,0.2836
14,0.56,0.73,0.2537
36,0.56,0.73,0.2239
182,0.54,0.73,0.194
532,0.54,0.77,0.1343
838,0.56,0.73,0.2985
334,0.6,0.64,0.194
185,0.6,0.73,0.2836
227,0.64,0.61,0.2537
316,0.68,0.61,0.2239
340,0.7,0.58,0.2239
277,0.74,0.48,0.2836
300,0.74,0.48,0.2985
468,0.74,0.45,0.2836
953,0.74,0.48,0.2985
884,0.74,0.48,0.2239
627,0.7,0.54,0.1642
434,0.66,0.69,0.194
360,0.66,0.65,0.194
215,0.62,0.69,0.194
115,0.6,0.78,0.2537
65,0.6,0.78,0.0896
21,0.6,0.78,0.0896
16,0.6,0.78,0.0896
7,0.6,0.78,0.0
8,0.56,0.94,0.1343
66,0.58,0.83,0.0
169,0.56,0.88,0.0896
558,0.6,0.78,0.0
794,0.62,0.71,0.0896
335,0.66,0.65,0.0
208,0.7,0.51,0.2836
294,0.72,0.51,0.1642
335,0.74,0.48,0.1343
326,0.74,0.48,0.0
258,0.76,0.45,0.0896
296,0.76,0.45,0.0
472,0.72,0.58,0.3284
905,0.66,0.69,0.2985
899,0.66,0.69,0.2239
559,0.66,0.65,0.1343
457,0.64,0.69,0.2239
253,0.62,0.83,0.2985
47,0.62,0.83,0.2985
45,0.62,0.83,0.1642
17,0.6,0.88,0.1642
13,0.6,0.88,0.0
10,0.6,0.88,0.2985
7,0.6,0.83,0.1343
12,0.56,0.88,0.1045
38,0.56,0.88,0.0
138,0.56,0.94,0.0896
394,0.56,0.94,0.0
705,0.6,0.83,0.0896
426,0.62,0.83,0.1045
245,0.64,0.78,0.1343
361,0.66,0.69,0.0
380,0.7,0.54,0.2537
410,0.7,0.51,0.2537
399,0.7,0.54,0.2537
392,0.68,0.54,0.2836
502,0.66,0.5,0.2239
808,0.66,0.54,0.2985
667,0.64,0.5,0.2239
508,0.62,0.5,0.2537
336,0.6,0.53,0.1642
237,0.6,0.53,0.194
220,0.58,0.53,0.2239
190,0.56,0.56,0.194
149,0.54,0.6,0.2239
101,0.54,0.6,0.2239
92,0.54,0.56,0.2239
29,0.52,0.59,0.194
14,0.52,0.59,0.2537
15,0.5,0.63,0.194
37,0.5,0.63,0.2537
73,0.48,0.67,0.2836
211,0.5,0.68,0.2836
332,0.5,0.63,0.194
472,0.54,0.56,0.2537
663,0.56,0.52,0.2836
682,0.62,0.41,0.2985
686,0.62,0.41,0.2985
750,0.6,0.4,0.2537
727,0.6,0.43,0.2537
722,0.62,0.41,0.2537
712,0.6,0.38,0.3582
594,0.56,0.46,0.194
470,0.52,0.55,0.1642
315,0.52,0.55,0.194
292,0.52,0.55,0.1343
221,0.5,0.63,0.1045
196,0.5,0.59,0.0896
147,0.5,0.59,0.0
116,0.5,0.59,0.0
92,0.48,0.63,0.0
58,0.46,0.67,0.0896
7,0.46,0.67,0.0896
10,0.44,0.72,0.0
22,0.44,0.72,0.0896
57,0.44,0.77,0.0
144,0.48,0.67,0.1045
285,0.52,0.63,0.1045
479,0.58,0.46,0.1642
591,0.6,0.43,0.2239
680,0.62,0.41,0.2985
594,0.62,0.41,0.2537
612,0.62,0.41,0.2537
649,0.64,0.36,0.2537
648,0.64,0.36,0.2239
575,0.62,0.35,0.2836
401,0.52,0.59,0.4478
257,0.5,0.72,0.1343
194,0.5,0.72,0.1343
123,0.5,0.68,0.0
91,0.48,0.72,0.0
57,0.48,0.72,0.0896
45,0.46,0.72,0.1045
18,0.44,0.77,0.0896
12,0.46,0.72,0.0
7,0.44,0.77,0.0
10,0.42,0.82,0.1045
36,0.44,0.77,0.0
155,0.44,0.77,0.1045
483,0.44,0.77,0.1642
784,0.46,0.77,0.1045
340,0.52,0.63,0.0
179,0.54,0.56,0.0
272,0.58,0.46,0.0
323,0.6,0.43,0.1642
305,0.6,0.43,0.1642
244,0.6,0.43,0.1045
329,0.62,0.43,0.1343
459,0.62,0.46,0.2537
856,0.56,0.6,0.2537
613,0.56,0.64,0.1045
516,0.54,0.68,0.1045
262,0.54,0.68,0.0
218,0.54,0.73,0.1343
207,0.54,0.77,0.0896
105,0.54,0.77,0.0
31,0.56,0.73,0.0
11,0.54,0.77,0.1045
2,0.54,0.77,0.1045
5,0.54,0.88,0.194
10,0.56,0.83,0.0896
43,0.56,0.83,0.1343
179,0.58,0.83,0.1045
260,0.58,0.83,0.1045
134,0.6,0.88,0.0
86,0.58,0.88,0.1343
45,0.58,0.88,0.1343
99,0.58,0.94,0.1343
104,0.6,0.88,0.194
154,0.6,0.88,0.1343
163,0.6,0.88,0.1343
209,0.62,0.83,0.1343
374,0.62,0.88,0.1343
715,0.62,0.88,0.1045
687,0.62,0.94,0.0896
395,0.62,0.94,0.0
306,0.62,0.94,0.1343
289,0.62,0.94,0.1045
240,0.62,0.94,0.1045
98,0.62,0.94,0.0
52,0.62,0.94,0.0
19,0.62,0.94,0.0
9,0.62,0.94,0.0
7,0.6,0.94,0.0
11,0.6,1.0,0.0
34,0.62,0.94,0.1045
177,0.6,0.94,0.1343
515,0.6,0.94,0.194
809,0.62,0.88,0.1045
362,0.62,0.83,0.194
175,0.66,0.78,0.1642
230,0.66,0.78,0.1642
358,0.7,0.7,0.1045
279,0.7,0.74,0.1045
251,0.72,0.7,0.1642
319,0.72,0.62,0.1642
478,0.72,0.58,0.0
917,0.7,0.65,0.0
810,0.7,0.65,0.0
593,0.7,0.65,0.0
497,0.7,0.65,0.0
209,0.66,0.74,0.0
241,0.66,0.74,0.0
220,0.66,0.78,0.0
76,0.64,0.89,0.0
25,0.62,0.94,0.0
13,0.64,0.89,0.0
11,0.62,0.88,0.0
10,0.64,0.89,0.0
39,0.64,0.89,0.1045
133,0.62,0.94,0.0896
391,0.64,0.89,0.0896
738,0.64,0.89,0.0
359,0.64,0.89,0.194
177,0.66,0.83,0.1343
214,0.7,0.7,0.1045
288,0.72,0.54,0.194
294,0.72,0.58,0.3284
267,0.7,0.61,0.2537
325,0.72,0.54,0.2836
497,0.7,0.54,0.2836
901,0.7,0.51,0.2239
887,0.66,0.57,0.1045
534,0.66,0.57,0.1045
441,0.64,0.65,0.1045
321,0.62,0.69,0.0
232,0.64,0.47,0.1343
155,0.6,0.56,0.0896
102,0.56,0.73,0.0
46,0.54,0.68,0.1045
11,0.54,0.73,0.0896
16,0.54,0.73,0.0
11,0.54,0.77,0.0
41,0.52,0.77,0.0
137,0.52,0.83,0.0
428,0.52,0.83,0.1045
785,0.58,0.64,0.0
384,0.6,0.6,0.0896
260,0.66,0.54,0.0
304,0.7,0.48,0.194
468,0.72,0.42,0.1642
424,0.7,0.48,0.0
400,0.74,0.37,0.2239
470,0.72,0.39,0.2537
634,0.72,0.37,0.0
900,0.7,0.42,0.1642
761,0.64,0.57,0.1343
500,0.62,0.73,0.1642
372,0.6,0.78,0.1343
267,0.6,0.69,0.2239
264,0.6,0.73,0.2836
171,0.58,0.78,0.2239
191,0.56,0.83,0.1642
141,0.56,0.83,0.2537
75,0.56,0.78,0.194
56,0.54,0.77,0.2239
11,0.54,0.83,0.2537
10,0.54,0.83,0.194
30,0.54,0.88,0.2537
84,0.54,0.83,0.2985
206,0.56,0.83,0.194
395,0.6,0.73,0.194
539,0.62,0.69,0.2836
647,0.64,0.65,0.2537
743,0.7,0.54,0.1045
710,0.64,0.57,0.5224
576,0.6,0.56,0.4179
620,0.6,0.46,0.4179
659,0.6,0.43,0.5224
610,0.54,0.49,0.3881
495,0.52,0.48,0.4179
341,0.48,0.55,0.2239
247,0.48,0.55,0.2537
215,0.46,0.59,0.1343
185,0.44,0.62,0.1343
179,0.44,0.62,0.1343
127,0.44,0.62,0.1642
109,0.44,0.54,0.2239
74,0.42,0.62,0.1343
22,0.44,0.62,0.1343
11,0.44,0.54,0.2537
10,0.44,0.54,0.1343
23,0.44,0.54,0.194
35,0.42,0.58,0.1642
62,0.42,0.67,0.1343
86,0.4,0.71,0.1343
185,0.42,0.67,0.194
336,0.42,0.71,0.1045
392,0.42,0.71,0.0
320,0.44,0.72,0.0896
314,0.44,0.67,0.0
306,0.42,0.77,0.1343
333,0.4,0.82,0.1642
157,0.4,0.82,0.2239
106,0.4,0.82,0.194
114,0.4,0.82,0.1045
116,0.4,0.82,0.1343
113,0.38,0.87,0.1045
79,0.38,0.87,0.1343
80,0.36,0.93,0.1343
51,0.38,0.76,0.2836
37,0.34,0.87,0.1642
15,0.34,0.81,0.194
10,0.34,0.81,0.1045
7,0.32,0.87,0.1343
19,0.34,0.76,0.2239
59,0.34,0.76,0.1045
154,0.34,0.76,0.1642
397,0.36,0.71,0.2239
332,0.38,0.66,0.1642
298,0.38,0.68,0.1343
308,0.4,0.62,0.0896
341,0.42,0.63,0.1642
405,0.42,0.62,0.194
420,0.42,0.58,0.1045
370,0.42,0.58,0.194
377,0.42,0.58,0.194
497,0.42,0.66,0.2537
456,0.42,0.66,0.2836
371,0.4,0.71,0.2537
227,0.4,0.71,0.2239
151,0.4,0.76,0.2239
107,0.4,0.76,0.2537
69,0.4,0.71,0.2239
31,0.38,0.82,0.2239
13,0.36,0.87,0.2239
7,0.36,0.87,0.2537
3,0.36,0.87,0.2836
7,0.36,0.87,0.1642
19,0.38,0.82,0.194
143,0.38,0.82,0.2537
362,0.38,0.83,0.2537
713,0.42,0.8,0.194
382,0.42,0.77,0.2239
164,0.44,0.75,0.2239
193,0.48,0.69,0.194
260,0.48,0.69,0.194
238,0.5,0.67,0.1343
244,0.54,0.64,0.194
254,0.52,0.63,0.1642
424,0.5,0.72,0.1642
806,0.52,0.68,0.1642
784,0.5,0.72,0.2239
514,0.5,0.72,0.1642
360,0.5,0.72,0.1642
225,0.48,0.77,0.1343
162,0.48,0.77,0.0896
84,0.48,0.77,0.0896
33,0.46,0.88,0.0896
8,0.46,0.88,0.0
8,0.46,0.88,0.0
6,0.46,0.88,0.0
6,0.46,0.88,0.1045
40,0.46,0.88,0.0896
175,0.46,0.88,0.0896
507,0.46,0.82,0.1045
839,0.5,0.77,0.1642
366,0.54,0.6,0.2836
217,0.56,0.52,0.2985
291,0.54,0.52,0.194
390,0.54,0.56,0.2239
297,0.56,0.49,0.0
271,0.6,0.4,0.1642
319,0.6,0.4,0.1642
566,0.6,0.4,0.2239
948,0.58,0.43,0.2239
844,0.56,0.49,0.1642
566,0.56,0.46,0.5821
392,0.52,0.48,0.4925
269,0.5,0.51,0.3582
197,0.46,0.55,0.2985
136,0.44,0.58,0.194
42,0.44,0.51,0.1343
11,0.44,0.47,0.194
11,0.42,0.5,0.1343
3,0.42,0.47,0.2985
10,0.4,0.5,0.2537
42,0.36,0.5,0.1642
159,0.36,0.5,0.1642
478,0.36,0.5,0.2537
798,0.38,0.46,0.3881
355,0.4,0.43,0.3881
204,0.44,0.41,0.3582
251,0.46,0.36,0.0
326,0.46,0.36,0.0
291,0.5,0.31,0.1045
348,0.52,0.32,0.0896
460,0.52,0.34,0.1642
481,0.5,0.36,0.1343
827,0.5,0.39,0.2836
692,0.46,0.44,0.1642
743,0.44,0.51,0.1343
415,0.42,0.62,0.1642
